"","stratum","cluster","y","Race","LGrp","Land"
"202",1,6,865.052120406269,0,1,0
"203",1,6,2322.45315703986,1,2,1
"204",1,6,1841.69916597402,0,1,0
"205",1,6,2889.54073445128,1,0,1
"206",1,6,2927.19621085304,0,2,0
"207",1,6,1064.34780833939,0,0,0
"208",1,6,962.194210612917,0,1,1
"209",1,6,958.901692146776,0,0,0
"210",1,6,2493.59929377478,1,2,0
"211",1,6,838.073787100846,1,2,0
"212",1,6,3091.02985189974,1,1,1
"213",1,6,946.937459098688,0,1,0
"214",1,6,728.212350107626,0,1,1
"215",1,6,4153.55342396763,1,0,0
"216",1,6,2859.79266334085,0,2,0
"217",1,6,275.744932371221,0,0,0
"218",1,6,11932.8069266708,1,0,1
"219",1,6,1719.73197454466,0,2,0
"220",1,6,374.611116913034,0,2,0
"221",1,6,1761.63750542972,0,0,0
"222",1,6,2987.00006501273,0,0,0
"223",1,6,863.223831665992,1,1,1
"224",1,6,2283.68158390623,0,2,1
"225",1,6,210.569976590164,0,1,1
"226",1,6,595.530637344399,1,2,0
"227",1,6,1662.74326144889,0,2,1
"228",1,6,1388.86479908439,1,2,0
"229",1,6,491.071334265131,0,0,1
"230",1,6,552.882954657993,0,2,1
"231",1,6,2692.32338204573,0,2,0
"232",1,6,5459.75851650433,0,0,0
"233",1,6,5494.12014111101,1,1,0
"234",1,6,2474.099560492,0,0,1
"235",1,6,1218.7285499411,1,2,1
"236",1,6,4516.94965681385,1,0,1
"237",1,6,3096.95384454301,0,2,1
"238",1,6,2113.04385279208,0,1,1
"239",1,6,1568.81036001516,1,1,0
"240",1,6,2921.60731650114,1,0,1
"241",1,7,840.990154683377,0,0,0
"242",1,7,4685.95535042021,0,2,0
"243",1,7,6485.94362125383,0,1,1
"244",1,7,26525.3722166608,0,1,0
"245",1,7,4710.77003818479,0,1,1
"246",1,7,408.487959696498,0,0,1
"247",1,7,731.725017163521,0,1,0
"248",1,7,8627.63440906928,1,1,0
"249",1,7,546.858623445151,0,1,0
"250",1,7,5172.52687119783,1,2,0
"251",1,7,4610.90087431495,0,2,0
"252",1,7,4545.73075322666,0,0,1
"253",1,7,1902.38110969901,0,0,0
"254",1,7,1864.83753935063,0,1,0
"255",1,7,11318.2806520242,0,1,0
"256",1,7,1537.39425300068,0,0,0
"257",1,7,1449.79319486083,0,1,1
"258",1,7,1294.42293888273,0,1,1
"259",1,7,3150.75746062632,1,1,1
"260",1,7,3398.98006761085,0,0,0
"261",1,7,885.523312515557,0,1,1
"262",1,7,959.861289947402,0,1,0
"263",1,7,1787.39708141364,0,1,1
"264",1,7,12644.869385067,1,0,1
"265",1,7,3827.92124107503,0,0,0
"266",1,7,3408.24290830263,0,0,0
"267",1,7,1570.92938494224,0,2,1
"268",1,7,866.823165262814,0,2,0
"269",1,7,3334.62381376604,1,2,0
"270",1,7,9638.52739680253,1,2,1
"271",1,7,2284.7743084981,0,1,0
"272",1,7,2611.92665744221,0,2,1
"273",1,7,1859.96519613389,0,0,0
"274",1,7,1917.654023945,0,0,0
"275",1,7,6239.47448065406,1,2,0
"276",1,7,283.651193847809,0,1,0
"277",1,7,559.736397050085,1,0,1
"278",1,7,6303.83761686637,0,2,1
"279",1,7,6773.99271261559,0,1,0
"280",1,7,1490.79767824857,1,1,0
"281",1,8,17276.0223000246,1,2,1
"282",1,8,961.430618426939,0,0,1
"283",1,8,1231.66885182265,0,1,1
"284",1,8,1641.51322152415,0,1,1
"285",1,8,318.054663866277,0,1,1
"286",1,8,1835.63822336756,0,2,1
"287",1,8,18507.2758849529,1,2,0
"288",1,8,1295.98673639945,1,2,1
"289",1,8,12929.588049192,1,0,0
"290",1,8,5457.28769381186,0,0,0
"291",1,8,40591.4869777219,1,2,1
"292",1,8,5048.65625690638,1,0,1
"293",1,8,19606.0871130811,1,1,1
"294",1,8,16478.5121711972,1,0,1
"295",1,8,2595.5064728318,0,0,0
"296",1,8,3611.14924905041,0,0,0
"297",1,8,12052.1971924466,1,0,1
"298",1,8,1775.91588049457,1,0,1
"299",1,8,29137.4228290204,1,1,0
"300",1,8,1443.17606864409,0,2,1
"301",1,8,1085.33276519607,0,2,0
"302",1,8,2524.40416645923,1,2,0
"303",1,8,5023.98949770421,0,0,1
"304",1,8,5901.22322950303,1,2,0
"305",1,8,14181.4189607762,1,0,1
"306",1,8,6222.1842563169,0,0,1
"307",1,8,2058.90233934031,1,2,1
"308",1,8,11325.1778819345,1,2,1
"309",1,8,11519.0482876847,0,0,1
"310",1,8,8260.99402458499,1,0,0
"311",1,8,2804.54810225604,0,2,1
"312",1,8,271.212990246119,0,0,1
"313",1,8,6848.63990558127,1,1,0
"314",1,8,2629.59413961902,0,0,0
"315",1,8,4771.61276520315,0,0,1
"316",1,8,3736.4243901439,0,0,1
"317",1,8,657.299061407022,0,1,0
"318",1,8,1373.29115597134,1,2,0
"319",1,8,2812.97269280628,1,0,0
"320",1,8,423.585130010943,0,0,0
"321",1,9,6212.23682578226,1,0,1
"322",1,9,5773.47778855917,1,1,1
"323",1,9,10135.144197438,0,0,0
"324",1,9,37132.544036701,1,1,1
"325",1,9,1418.42641517465,0,0,0
"326",1,9,14973.025204283,0,2,0
"327",1,9,2671.89873236983,1,2,0
"328",1,9,64255.1701933009,1,1,1
"329",1,9,3914.49494314955,0,2,1
"330",1,9,3212.78865748117,0,2,0
"331",1,9,20504.4426704077,0,1,1
"332",1,9,17387.4511499069,1,2,1
"333",1,9,1273.251227138,0,1,1
"334",1,9,16156.3570312997,1,1,1
"335",1,9,10086.7713405545,0,1,0
"336",1,9,12536.6626109383,0,2,0
"337",1,9,28157.0868653666,1,1,0
"338",1,9,8469.57426331723,1,0,0
"339",1,9,19619.7014677357,1,0,1
"340",1,9,8437.03906808093,1,2,1
"341",1,9,2810.37226995021,0,1,1
"342",1,9,4312.41602675925,1,2,0
"343",1,9,25253.738565077,1,2,1
"344",1,9,9813.61976208976,1,2,0
"345",1,9,1411.40484460592,0,0,0
"346",1,9,6275.16080017722,0,2,1
"347",1,9,3227.07341216933,0,1,0
"348",1,9,10070.0190504548,0,0,0
"349",1,9,7188.68392496058,1,2,0
"350",1,9,6367.94292050012,0,1,0
"351",1,9,18152.8512835973,1,2,1
"352",1,9,5961.98766072905,0,1,0
"353",1,9,4516.39805136667,1,2,1
"354",1,9,12395.7554671416,1,1,0
"355",1,9,2584.3443262722,0,1,1
"356",1,9,12000.0751342239,0,2,1
"357",1,9,1367.07169731236,1,0,0
"358",1,9,4251.43784247309,1,0,1
"359",1,9,15390.254908176,0,1,1
"360",1,9,793.848759542373,1,0,0
"361",1,10,24546.2415062395,1,1,1
"362",1,10,2028.35082268306,0,0,1
"363",1,10,7486.55959157493,1,2,1
"364",1,10,3018.32752701379,1,1,0
"365",1,10,5070.08584834486,1,0,0
"366",1,10,9909.71490179838,1,1,0
"367",1,10,1620.23645529369,0,0,0
"368",1,10,3247.63591433995,0,1,1
"369",1,10,3479.41426471004,0,1,0
"370",1,10,8190.84288523191,1,1,0
"371",1,10,10518.4745075795,1,2,1
"372",1,10,10284.4215174539,1,2,0
"373",1,10,5577.76632439997,1,1,0
"374",1,10,2178.83585209174,0,1,0
"375",1,10,2506.46420617058,0,0,1
"376",1,10,4584.31991942884,1,1,1
"377",1,10,962.250669649385,0,2,0
"378",1,10,10149.7894463745,0,2,1
"379",1,10,1991.48505149741,1,0,1
"380",1,10,4467.86693674234,0,1,0
"381",1,10,2924.32210744353,0,1,1
"382",1,10,602.484972447486,0,0,1
"383",1,10,816.480526785803,0,1,0
"384",1,10,3284.60350297613,1,1,0
"385",1,10,13706.2882749898,1,1,1
"386",1,10,7917.29053450316,0,2,0
"387",1,10,3872.77296178213,1,1,1
"388",1,10,2789.46189467946,1,0,1
"389",1,10,800.9908006401,1,0,0
"390",1,10,3261.84902321919,0,2,1
"391",1,10,3193.28261710098,1,1,1
"392",1,10,1706.5747764334,0,1,1
"393",1,10,1340.30115122678,1,2,0
"394",1,10,3472.39693492299,0,2,1
"395",1,10,10948.8624654064,1,2,1
"396",1,10,1095.5600197259,1,2,1
"397",1,10,8069.42596119236,1,1,1
"398",1,10,4086.8093977583,1,1,1
"399",1,10,3358.02826623168,0,0,1
"400",1,10,20280.6929154883,1,2,0
"401",1,11,33277.5753090195,0,2,0
"402",1,11,4515.62354859416,1,2,1
"403",1,11,8764.54314727317,1,2,0
"404",1,11,5807.23956351043,1,0,0
"405",1,11,2407.83793624521,0,1,1
"406",1,11,844.617191354692,0,2,0
"407",1,11,308.038987247252,0,2,0
"408",1,11,799.12444435433,0,1,0
"409",1,11,6916.68775493633,1,1,1
"410",1,11,1954.64955858393,1,2,1
"411",1,11,1854.87681540598,0,1,1
"412",1,11,510.64744831284,0,0,1
"413",1,11,12824.7162015973,0,0,0
"414",1,11,831.285877317396,0,1,0
"415",1,11,1215.21744559313,0,2,1
"416",1,11,9851.81894591934,1,0,0
"417",1,11,1655.81149359973,1,0,0
"418",1,11,3326.08237349008,0,0,1
"419",1,11,2136.89648737746,1,1,0
"420",1,11,378.913912834205,0,2,0
"421",1,11,1320.29210951542,0,0,1
"422",1,11,1396.42261896071,1,1,0
"423",1,11,2158.14458475501,1,2,1
"424",1,11,10544.4879715321,1,0,1
"425",1,11,3342.00837589449,0,1,0
"426",1,11,7970.1723577411,1,0,0
"427",1,11,314.691418428529,0,0,0
"428",1,11,1204.15148131111,0,1,0
"429",1,11,10070.2732711146,1,2,0
"430",1,11,2256.73968715128,1,2,1
"431",1,11,1474.52556355457,1,1,0
"432",1,11,706.168884737788,0,1,1
"433",1,11,10957.2238553452,1,0,0
"434",1,11,552.142426501074,1,1,0
"435",1,11,6941.34630747974,1,2,0
"436",1,11,3810.93819364562,1,1,0
"437",1,11,546.464765432532,0,2,0
"438",1,11,1558.57833460082,1,1,1
"439",1,11,1586.40194591575,1,2,1
"440",1,11,643.093363942521,0,2,0
"441",1,12,2352.60557066985,0,1,0
"442",1,12,3105.3196345947,0,0,0
"443",1,12,14171.5472695153,1,1,1
"444",1,12,880.623172403552,0,1,0
"445",1,12,1844.61147657741,0,1,0
"446",1,12,2048.30440723045,1,2,1
"447",1,12,1143.48088863287,0,1,1
"448",1,12,486.018909998697,0,0,0
"449",1,12,2491.89047552904,0,1,1
"450",1,12,1903.16018169888,0,1,0
"451",1,12,703.251274357144,0,0,0
"452",1,12,3034.8523142714,1,2,1
"453",1,12,872.910866415752,0,1,1
"454",1,12,3798.15971735821,0,2,0
"455",1,12,6091.21746318994,1,1,1
"456",1,12,2810.38817991111,0,2,0
"457",1,12,346.40576330088,0,2,1
"458",1,12,5891.35816569414,1,2,1
"459",1,12,2236.98938479061,1,1,1
"460",1,12,12193.964563325,1,2,1
"461",1,12,4203.05265715519,1,2,1
"462",1,12,3236.58879304059,0,0,0
"463",1,12,1345.67546645324,1,2,0
"464",1,12,677.069469320802,0,0,0
"465",1,12,1032.18386220319,0,2,1
"466",1,12,2003.97983020267,0,2,0
"467",1,12,3754.12447203442,0,2,1
"468",1,12,22802.5960792352,1,1,1
"469",1,12,3344.04162735558,0,0,1
"470",1,12,1144.12973385861,0,1,1
"471",1,12,3556.05249110902,0,1,1
"472",1,12,579.444407108795,0,0,1
"473",1,12,3384.56267888602,0,2,1
"474",1,12,1619.41774741253,0,0,1
"475",1,12,9762.58464138574,0,2,0
"476",1,12,3511.43488518279,0,1,0
"477",1,12,1762.80075792,0,2,1
"478",1,12,14467.9604285507,1,2,1
"479",1,12,617.960141449233,0,1,1
"480",1,12,4143.42038061274,1,1,0
"481",1,13,1876.9432005656,0,1,0
"482",1,13,4240.58563008903,1,2,0
"483",1,13,4186.13587127184,1,0,0
"484",1,13,5773.43294277811,0,2,1
"485",1,13,8056.40444742439,1,0,1
"486",1,13,6399.22659522004,0,1,1
"487",1,13,2895.33627414909,1,0,0
"488",1,13,3614.90624232404,0,1,1
"489",1,13,70.9022406806139,0,0,0
"490",1,13,1788.38927757568,0,2,1
"491",1,13,5344.4474970966,1,2,1
"492",1,13,2129.25527136049,1,1,0
"493",1,13,1892.22853461727,0,2,0
"494",1,13,8384.1832464559,1,1,0
"495",1,13,5945.62459788756,1,2,1
"496",1,13,21382.4235927586,1,0,1
"497",1,13,432.643066592253,0,1,0
"498",1,13,2149.5493074881,1,2,1
"499",1,13,3498.05519452189,0,1,0
"500",1,13,12657.0409681759,1,1,0
"501",1,13,6651.18002900937,1,0,1
"502",1,13,2041.90317012049,0,0,1
"503",1,13,733.602166673485,0,2,1
"504",1,13,3474.73288824863,0,2,1
"505",1,13,1346.73621818853,1,0,1
"506",1,13,2637.81061063407,0,0,0
"507",1,13,1917.64701698639,0,2,1
"508",1,13,627.375771738544,0,2,0
"509",1,13,11168.6928307845,1,2,1
"510",1,13,1133.21357068583,1,1,0
"511",1,13,759.266488436421,0,0,1
"512",1,13,1062.09306360935,0,1,0
"513",1,13,2720.41481774723,0,2,1
"514",1,13,465.208611007489,1,2,0
"515",1,13,1213.5227559848,0,0,1
"516",1,13,707.088175963793,0,0,1
"517",1,13,41540.7235357544,1,1,0
"518",1,13,4882.43556719019,0,2,1
"519",1,13,6101.94597987486,0,1,1
"520",1,13,1272.43078606142,1,2,0
"521",1,14,8578.08243318559,0,2,0
"522",1,14,16224.6388381079,1,1,0
"523",1,14,2028.14443293254,0,1,0
"524",1,14,3781.90130099408,1,2,0
"525",1,14,1498.08892352832,1,0,1
"526",1,14,1406.27484907649,1,0,0
"527",1,14,208.013416898401,0,1,1
"528",1,14,2366.78698376999,0,1,1
"529",1,14,3742.80565960578,0,2,1
"530",1,14,4209.28750742192,0,1,1
"531",1,14,1155.9637920052,1,2,0
"532",1,14,6018.22540980667,1,1,1
"533",1,14,502.487537215289,0,0,1
"534",1,14,9083.95195973693,1,0,0
"535",1,14,5499.61223072636,1,1,0
"536",1,14,3051.98609152861,0,1,0
"537",1,14,3577.50493674244,1,1,1
"538",1,14,1950.83618500801,0,1,0
"539",1,14,2481.59268595258,1,0,1
"540",1,14,3133.67385229052,0,0,0
"541",1,14,4149.87619215531,1,0,1
"542",1,14,1374.82311183723,0,0,0
"543",1,14,2165.57493756729,0,1,1
"544",1,14,1806.27888943849,1,0,1
"545",1,14,579.102989985986,0,1,0
"546",1,14,595.965094457139,1,0,0
"547",1,14,5753.14005109874,0,1,0
"548",1,14,2335.64824423764,0,2,0
"549",1,14,574.586916468056,1,2,1
"550",1,14,2025.15454267739,1,0,1
"551",1,14,971.722458251574,0,0,1
"552",1,14,3051.19216903557,0,0,0
"553",1,14,2657.43521191757,0,2,1
"554",1,14,27253.7910517868,1,2,1
"555",1,14,1108.10677293564,0,2,0
"556",1,14,8677.09183154848,0,1,1
"557",1,14,2515.27391016436,0,1,0
"558",1,14,12711.9326223815,1,1,0
"559",1,14,1547.63128813278,0,2,1
"560",1,14,3869.9820415585,1,1,0
"561",1,15,3047.70938414941,1,2,1
"562",1,15,2829.50676232699,0,0,1
"563",1,15,1963.78096017878,0,2,1
"564",1,15,13897.2574927589,1,0,1
"565",1,15,3092.61903628789,1,1,0
"566",1,15,4208.61971306253,0,2,0
"567",1,15,4122.89945389513,0,1,0
"568",1,15,8551.44954898242,0,1,1
"569",1,15,133629.307868959,1,0,0
"570",1,15,8665.25686963758,1,1,0
"571",1,15,2313.89962878796,0,0,0
"572",1,15,5608.62890716838,0,2,0
"573",1,15,7450.01336793401,0,2,0
"574",1,15,882.036391347538,0,1,0
"575",1,15,2401.21041692234,0,0,0
"576",1,15,1113.86793261913,0,2,0
"577",1,15,13315.8601380446,1,0,1
"578",1,15,2219.51755022634,0,1,1
"579",1,15,15665.1672681189,1,1,1
"580",1,15,2763.61630356793,1,2,1
"581",1,15,1059.45439219156,0,2,1
"582",1,15,5411.45497778471,0,0,0
"583",1,15,4461.30204823878,1,1,0
"584",1,15,1472.19755715784,0,1,1
"585",1,15,51458.4830168372,1,2,1
"586",1,15,1179.79642150728,1,0,0
"587",1,15,2233.24931512547,0,0,1
"588",1,15,4808.64994362931,0,1,0
"589",1,15,2603.36694569411,1,0,0
"590",1,15,14887.4787180077,1,2,0
"591",1,15,6943.82171270895,1,1,0
"592",1,15,1657.92665088612,0,0,1
"593",1,15,7703.76815712848,1,1,1
"594",1,15,10802.1927253162,1,2,1
"595",1,15,2874.72217029998,0,1,1
"596",1,15,4152.28694961977,1,2,1
"597",1,15,9040.79395156235,0,2,0
"598",1,15,14401.7949852465,1,2,1
"599",1,15,3974.9783427566,0,0,0
"600",1,15,10708.4472747199,1,0,1
"601",1,16,2201.04890662129,1,1,1
"602",1,16,15908.1622468823,1,1,0
"603",1,16,5945.51628825731,0,2,0
"604",1,16,863.15664087837,1,1,1
"605",1,16,17271.9781306745,0,2,0
"606",1,16,31221.7130523473,1,0,0
"607",1,16,1664.29388862745,1,0,0
"608",1,16,5573.92883135971,0,1,0
"609",1,16,13619.0876574292,1,2,1
"610",1,16,1837.64975467493,1,1,0
"611",1,16,6399.57267546826,1,1,0
"612",1,16,3515.8906767581,1,2,0
"613",1,16,12705.9478636139,0,2,1
"614",1,16,8292.60456806882,0,2,1
"615",1,16,34375.309394256,1,0,0
"616",1,16,24619.22696762,1,2,1
"617",1,16,896.084261785216,0,2,0
"618",1,16,655.823905279741,0,2,1
"619",1,16,48085.8625179431,1,1,0
"620",1,16,2924.99528526794,1,1,1
"621",1,16,4623.18662173574,1,2,0
"622",1,16,35041.8680976194,0,1,1
"623",1,16,2199.68511113153,0,1,1
"624",1,16,585.842518837384,0,2,0
"625",1,16,735.562141968893,0,0,1
"626",1,16,6547.73990918221,1,1,1
"627",1,16,7335.75784844463,0,0,1
"628",1,16,19718.4723505871,1,1,0
"629",1,16,4212.02182927657,1,0,1
"630",1,16,2319.64844532999,0,2,1
"631",1,16,1072.56837000023,0,1,0
"632",1,16,29768.9454544829,1,2,1
"633",1,16,6898.43009821307,0,1,0
"634",1,16,1274.44499540538,0,2,0
"635",1,16,2768.19987159766,0,2,1
"636",1,16,10768.5382619247,1,2,1
"637",1,16,3972.01162475266,1,0,1
"638",1,16,3826.40087547878,0,2,0
"639",1,16,4920.87917370305,0,2,1
"640",1,16,2238.19212113278,0,2,1
"641",1,17,623.969005959922,0,1,1
"642",1,17,3394.62044296529,0,0,1
"643",1,17,2494.42306856468,0,2,0
"644",1,17,1136.10097920238,0,1,0
"645",1,17,12907.6668816526,1,0,0
"646",1,17,1842.28717440172,0,2,0
"647",1,17,974.469468947998,0,2,1
"648",1,17,6679.48269189798,1,1,0
"649",1,17,1548.14821836062,1,0,1
"650",1,17,1980.11217439023,0,0,1
"651",1,17,7839.86304445516,0,2,1
"652",1,17,464.733455662647,0,1,1
"653",1,17,1906.09701335666,0,2,1
"654",1,17,5940.11659673175,0,1,0
"655",1,17,31691.6908762149,1,0,0
"656",1,17,5610.25727893587,1,1,0
"657",1,17,1142.55755538745,0,0,0
"658",1,17,2274.07861155189,1,1,1
"659",1,17,890.967327686009,0,1,1
"660",1,17,26314.6758623124,1,2,0
"661",1,17,1905.72532892263,0,2,1
"662",1,17,6186.17213746189,1,1,0
"663",1,17,1916.14569619436,0,2,1
"664",1,17,578.820813693193,0,1,1
"665",1,17,4653.95663056209,1,2,1
"666",1,17,2679.61961336012,0,0,0
"667",1,17,1176.9232323734,0,0,0
"668",1,17,850.483207100722,0,1,1
"669",1,17,1827.52789278401,1,1,0
